source,name,address,city,country,category,cuisine,price,phone,url,year,description,latitude,longitude,captured_at,kakao_id,kakao_url,korean_query,name_ko,address_ko
michelin,Imun Seolnongtang,"38-13 Ujeongguk-ro, Jongno-gu, Seoul",Seoul,South Korea,Selected,Seolleongtang,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/imun-seolnongtang,,"Imun Seolnogtang the first restaurant to be officially registered in Seoul has endured countless hstorical events. While there are many ways to describe this establishment, its essence can be distilled into a single bowl of selleongtang. Beef leg bone is simmered for 17 hours in a large cast iron pot, with the fat carefully skimmed to create a clean, milky broth. The mild beefy soup never fails to soothe the stomach. The thinly sliced beef suyuk and suyuk muchim are also specialties - perfect accompaniments to drinks.",37.57272,126.98388,2026-02-17T22:25:57.141146+00:00,,,,이문설농탕,"종로구 우정국로 38-13, Seoul"
michelin,Jaha Son Mandu,"12 Baekseokdong-gil, Jongno-gu, Seoul",Seoul,South Korea,Bib Gourmand,Mandu,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/jaha-son-mandu,,"For over two decades, this restaurant has been attracting diners with a rustic dumpling recipe passed down from the owner’s mother and her grandmother. Although humble by nature, dumpling dishes are always elegantly presented. Their signature dish is mandutguk: plump pork, bean curd and vegetable dumplings nestled in a delicate beef broth, seasoned with homemade soy sauce. The main dining room offers a spectacular view of nearby Inwangsan Mountain.",37.59309,126.96603,2026-02-17T22:25:57.141146+00:00,,,,자하 손만두,"종로구 백석동길 12, Seoul"
michelin,Jeongmyeon,"88 Neungdong-ro 13-gil, Gwangjin-gu, Seoul",Seoul,South Korea,Bib Gourmand,Noodles,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/jeongmyeon,,"Jeongmyeon, which translates as ‘noodles infused with meaning’, features an open kitchen and a seven-seat stainless steel counter. This one-chef operation serves meat-based noodle soups, with white and red noodle soups as the sole offerings, each boasting rich, layered flavours. The broths, made from seafood, pork, and chicken, reveal a deep, harmonious taste. Toppings—including thin slices of tender pork, onion, and red pepper—add texture and visual appeal. The red noodle soup can be customised to different spice levels and is served with a bowl of rice for added heartiness.",37.54551,127.06866,2026-02-17T22:25:57.141146+00:00,,,,정면,"광진구 능동로 13길 88, Seoul"
michelin,Jin Jin,"60 World Cup buk-ro 1-gil, Mapo-gu, Seoul",Seoul,South Korea,Bib Gourmand,Chinese,₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/jin-jin,,"For over 40 years, Chef Wang Yuk-sung has been committed to popularizing Chinese cuisine in Korea. Unlike most generic Korean-style Chinese restaurants ubiquitous to Seoul, Chef Wang offers a limited menu of just ten dishes to ensure that the quality of the food he serves is consistently high. Some of the most requested dishes include shrimp toast, stir-fried crab meat with egg white, mapo tofu and stir-fried beef with gai lan.",37.55777,126.91324,2026-02-17T22:25:57.141146+00:00,,,,진진,"마포구 월드컵북로 1길 60, Seoul"
michelin,Jinmi Pyeongyang Naengmyeon,"305-3 Hakdong-ro, Gangnam-gu, Seoul",Seoul,South Korea,Selected,Naengmyeon,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/jinmi-pyungyang-naengmyeon,,"According to owner and chef Yim Se-kwon, long time experience in the kitchens of one of the most iconic Pyeongyang cold buckwheat noodle restaurants is the secret to the success of this place. The menu here is what you would expect to see in a typical cold buckwheat noodle restaurant. Other than the noodles, it offers staples such as boiled pork and beef slices, bulgogi, dumplings and Pyeongyang-style beef hot pot.",37.516114,127.036202,2026-02-17T22:25:57.141146+00:00,,,,진미 평양냉면,"강남구 학동로 305-3, Seoul"
michelin,Jinmi Sikdang,"186-6 Mapo-daero, Mapo-gu, Seoul",Seoul,South Korea,Selected,Gejang,₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/jinmi-sikdang,,"This humble yet busy restaurant has been serving raw soy-marinated crabs and nothing else for the past decade. Only the freshest local blue swimmer crabs, sourced from the west coast, are prepared daily with the kitchen’s special recipe soy sauce marinade. Keep in mind that just enough crab for consumption is prepared each day, so if you drop by at a late hour, they may be completely sold out. A prior reservation is highly recommended.",37.55055,126.95577,2026-02-17T22:25:57.141146+00:00,,,,진미식당,"마포구 마포대로 186-6, Seoul"
michelin,JUE,"124-7 Dokseodang-ro, Yongsan-gu, Seoul",Seoul,South Korea,Selected,Chinese,₩₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/jue,,"Resembling the Chinese pronunciation of a word which refers to a title of nobility, Jue is a restaurant that specializes in Cantonese cuisine. The set menu is also named after the different noble titles in China. One of Jue's signature dishes is its barbecued pork which, after being marinated, is roasted in a high-temperature oven to ensure a supremely crispy skin and juicy, flavorful meat. Of the 13 different varieties of dim sum on offer, the cheung fan (rice noodle roll), shumai topped with abalone, and the spring rolls are not to be missed.",37.53744,127.01277,2026-02-17T22:25:57.141146+00:00,,,,쥬에,"용산구 독서당로 124-7, Seoul"
michelin,July,"164 Donggwang-ro, Seocho-gu, Seoul",Seoul,South Korea,Selected,Modern Cuisine,₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/july,,"July is the longest-standing fine dining restaurant in Seorae Village offering the chef's modern interpretation of European dishes inspired by his travels. He uses Korean vegetables, fish, and other seasonal ingredients to create technically refined and complex contemporary cuisine. This artistry is evident in the sauces, which combine different flavors with classic sauce recipes to create a variety of different flavor profiles. The wood-toned interiors and soft lighting create a cozy dining space - well suited for both business and romantic dates.",37.49475,127.00008,2026-02-17T22:25:57.141146+00:00,,,,줄라이,"서초구 동광로 164, Seoul"
michelin,Jungin Myeonok,"10 Gukhoe-daero 76-gil, Yeongdeungpo-gu, Seoul",Seoul,South Korea,Bib Gourmand,Naengmyeon,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/jungin-myeonok,,It is always a delight to find a restaurant with consistent quality. Jungin Myeonok is one such place; it has quietly maintained the flavors of its dishes across generations in rapidly changing times. Jungin Myeonok exclusively uses three-year-old natural sea salt and Korean beef to maintain the flavor of the broth for their signature Pyongyang naengmyeon. The subtly flavored noodles made only from buckwheat are another key feature of this restaurant. The hanu foreshank suyuk and mandu pair perfectly with the cold noodles. Expect a long wait during lunch hours as it is located in Yeouido.,37.5307,126.92167,2026-02-17T22:25:57.141146+00:00,,,,정인면옥,"영등포구 국회대로 76길 10, Seoul"
michelin,Jungsik,"11 Seolleung-ro 158-gil, Gangnam-gu, Seoul",Seoul,South Korea,2 Stars,Contemporary,₩₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/jungsik511965,,"Chef Yim Jung-sik—with his Seoul and New York restaurants –is credited with introducing Korean cuisine to the world with an innovative flair that is entirely his own. What he does best is draw inspiration from the familiar, like gimbap and bibimbap, to create something innovative yet entirely authentic. Primary ingredients, from abalone to duck, make up his set menu which begins with impressive banchan; there’s also the option of adding supplementary courses. There’s an extensive wine list but the suggested pairings are also well-judged.",37.525584,127.041069,2026-02-17T22:25:57.141146+00:00,,,,정식당,"강남구 선릉로 158길 11, Seoul"
michelin,KANG MINCHUL Restaurant,"5F, 18 Dosan-daero 63-gil, Gangnam-gu, Seoul",Seoul,South Korea,1 Star,French Contemporary,₩₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/kang-minchul-restaurant,,"Many dishes are Korean or Asian reimaginations of traditional French cuisine, which have been inspired by the chef’s collaborations and travels around the world. The restaurant offers unexpected flavor combinations, such as a sauce made of burnt dried bamboo shoots and blueberries, and a broth made from dried shiitake and miyeok incorporated into a French dish. It relocated in 2025 to a wider, brighter location, when every element - from its earth and nature-inspired design to the tableware - was chosen with meticulous care.",37.5249,127.04365,2026-02-17T22:25:57.141146+00:00,,,,강민철 레스토랑,"강남구 도산대로 63길 18, 5층, Seoul"
michelin,Kirameki,"18 Dosan-daero 28-gil, Gangnam-gu, Seoul",Seoul,South Korea,Selected,Japanese,₩₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/kirameki,,"Kirameki is a Japanese restaurant that serves a tasting menu centered on rice. I expected rice to be the primary focus of the meal, but after experiencing the meal, but it consisted as a wide array of dishes. The menu is designed around the Japanese washoku, and showcases kaiseki cuisine prepared with seasonal ingredients. Once the ceramic pot rice is served, small morsels of food were served over scoops of aromatic white rice. Each savory bite lingered pleasantly on the palate.",37.51808,127.02822,2026-02-17T22:25:57.141146+00:00,,,,키라메키,"강남구 도산대로 28길 18, Seoul"
michelin,Kojacha,"17 Hakdong-ro 97-gil, Gangnam-gu, Seoul",Seoul,South Korea,Selected,Asian,₩₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/kojacha,,"Kojacha—named to reflect the convergence of Japanese cuisine crafted by a Korean chef (KO), Japanese technique (JA), and Chinese influences (CHA)—offers a dining experience that deliberately defies convention. The courses alternate seamlessly between Japanese and Chinese dishes, from abalone salad presented in an imperial-era soap dish to Osaka-style hassun. Chefs personally present each course at the table, adding narrative and theatrical flair, while the restaurant’s all–private-room layout ensures an intimate and immersive experience throughout.",37.52083,127.05519,2026-02-17T22:25:57.141146+00:00,,,,코자차,"강남구 학동로 97길 17, Seoul"
michelin,Kushi Kawa,"37 Nonhyeon-ro 24-gil, Gangnam-gu, Seoul",Seoul,South Korea,Selected,Kushiage,₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/kushi-kawa,,"Owner Yoon Seok-hyeon's inspiration to open Kushikawa stems from his sojourn in Japan where he became a connoisseur of popular Japanese dishes including kushikatsu (deep-fried skewered meat and vegetables). The omakase course at Kushikawa consists of 12 to 14 different types of deep-fried skewers prepared with seafood, meat and vegetables. Running a restaurant on his home turf where he grew up, Yoon tries to appeal to the local palate, and nothing brings him greater joy than the joyful expressions on his customers' beaming faces.",37.48268,127.04566,2026-02-17T22:25:57.141146+00:00,,,,쿠시카와,"강남구 논현로 24길 37, Seoul"
michelin,Kwonsooksoo,"4F, 37 Apgujeong-ro 80-gil, Gangnam-gu, Seoul",Seoul,South Korea,2 Stars,Korean,₩₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/kwonsooksoo,,"Set in a minimalist space where modern technique meets Korean tradition, this restaurant offers a quietly compelling dining experience. The chef draws on two decades of experience to highlight the pure, delicate flavours of seasonal Korean ingredients. The meal begins with finely crafted small bites paired with traditional Korean spirits, followed by a main course served in a refined ‘doksang’ style. A dessert trolley appears at the end, bringing the experience to an elegant close. During the day, natural light fills the serene room, making it an ideal setting for business meetings or intimate gatherings.",37.52437,127.04355,2026-02-17T22:25:57.141146+00:00,,,,권숙수,"강남구 압구정로 80길 37, 4층, Seoul"
michelin,Kyewol,"8 Seongdeokjeong 3-gil, Seongdong-gu, Seoul",Seoul,South Korea,Bib Gourmand,Gomtang,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/kyewol-gomtang,,"Located near hip Seongsu, this restaurant specializes in Korean-style chicken gomtang and has become especially popular with younger diners. Gently cooked chicken breast is served over warm rice with blanched young napa cabbage, then finished with a clear, refined broth for a clean yet deeply savory flavor. At lunch, diners can enjoy reasonably priced side dishes such as spicy chicken salad and torch-grilled chicken with doenjang, while cold noodles are available in the summer.",37.53952,127.04762,2026-02-17T22:25:57.141146+00:00,,,,계월,"성동구 성덕정 3길 8, Seoul"
michelin,Kyodaiya,"39 Seongji-gil, Mapo-gu, Seoul",Seoul,South Korea,Bib Gourmand,Udon,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/kyodaiya,,"When one can hear the dull tap of a blade against a wooden board every time a customer places an order, it’s a telltale sign that the chefs are serious about their craft. At Kyodaiya, that craft is Sanuki udon. The thick noodles are always cut to order to preserve their characteristic elasticity and smoothness until the very last minute. In addition to the classic kake udon, flavored with dried and smoked sardines and seasoned with light soy sauce, the chef brothers also offer classics like tempura udon and chilled bukkake udon.",37.54681,126.91317,2026-02-17T22:25:57.141146+00:00,,,,교다이야,"마포구 성지길 39, Seoul"
michelin,L'Amant Secret,"26F L'Escape Hotel, 67 Toegye-ro, Jung-gu, Seoul",Seoul,South Korea,1 Star,Contemporary,₩₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/l-amant-secret,,"Located on the 26th floor of L'Escape Hotel, L'Amant Secret (French for secret lover) is an intimate space inspired by Parisian sensibilities. Chef Son Jong-won, who honed his culinary chops in the United States, strives for a style which he refers to as Korean-style Western cuisine with Korean seasonal ingredients. His modern interpretations are based on local ingredients blended with Western cooking techniques, resulting in creations that are both original and familiar, respectful of the symbiosis between the producer and the ingredients as well as the kitchen and the diner.",37.55983,126.97949,2026-02-17T22:25:57.141146+00:00,,,,라망 시크레,"중구 퇴계로 67, 레스케이프 호텔 26층, Seoul"
michelin,L'Amitié,"2F, 30 Dosan-daero 67-gil, Gangnam-gu, Seoul",Seoul,South Korea,1 Star,French,₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/l-amitie,,"Chef Jang Myoung-sik has been welcoming diners with his confidently prepared French cuisine since 2006. The bright and airy second-floor room provides an intimate and comfortable environment, while the well -choreographed serving team ensure everyone is well looked after. The set menu offers a balanced array of seasonally pertinent dishes, all bursting with color and attractively presented. Korean beef tenderloin with dauphinoise and cauliflower purée is just one example of the clean, crisp cooking where the natural flavors of the ingredients are given room to shine.",37.52591,127.04455,2026-02-17T22:25:57.141146+00:00,,,,라미띠에,"강남구 도산대로 67길 30, 2층, Seoul"
michelin,L'Impasse 81,"17-1 Donggyo-ro 30-gil, Mapo-gu, Seoul",Seoul,South Korea,Selected,French,₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/l-empasse-81,,"Nestled in a quiet alley of Yeonnam-dong, L'Impasse 81 is a dining bar dedicated to the art of charcuterie, embracing the 'nose-to-tail' philosophy to utilize every part of the animal. Charcuterie, a staple of French cuisine, encompasses a variety of cured meats and sausages. Some products, such as those requiring salting and drying, undergo a meticulous aging process of six months to a year, resulting in an intense, umami-rich flavor. Adding to its charm, the restaurant is adorned with vintage furniture sourced directly from Jeju Island, enhancing its unique and sophisticated ambiance.",37.56018,126.92521,2026-02-17T22:25:57.141146+00:00,,,,랑빠스 81,"마포구 동교로 30길 17-1, Seoul"
michelin,L'Espoir du Hibou,"16 Dosan-daero 59-gil, Gangnam-gu, Seoul",Seoul,South Korea,Selected,French,₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/l-espoir-du-hibou,,"All of the elements at this bistro — from the food to the décor to the outdoor patio — fall into place to create an ambience that is immediately charming and oh so French! Consistency has been key to L’Espoir du Hibou’s longevity, not least when it comes to food. Chef Lim Ki-hak makes traditional French charcuterie like terrines and pâtés from scratch. The onion soup is outstanding, as is the classic duck confit. Terrace dining is a must during the warmer months.",37.5245,127.04227,2026-02-17T22:25:57.141146+00:00,,,,레스쁘아 뒤 이부,"강남구 도산대로 59길 16, Seoul"
michelin,L'OIGNON,"29 Dosan-daero 17-gil, Gangnam-gu, Seoul",Seoul,South Korea,Selected,French,₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/l-oignon,,"L'OIGNON is a French-inspired pescatarian restaurant serving dishes made with vegetables, fish, eggs, and dairy. Guided by a commitment to ecological balance and respect for animals, the chef opened the restaurant to share the kind of thoughtful, nourishing food he values. The kitchen uses mushroom-based vegetable stock in place of meat broth and makes cakes with cauliflower and pecorino instead of flour. Even so, the depth of umami and the textures achieved rival those of more conventional recipes.",37.52062,127.02409,2026-02-17T22:25:57.141146+00:00,,,,르오뇽,"강남구 도산대로 17길 29, Seoul"
michelin,La Yeon,"23F Shilla Hotel, 249 Dongho-ro, Jung-gu, Seoul",Seoul,South Korea,2 Stars,Korean,₩₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/la-yeon,,"Stunning views are guaranteed from La Yeon’s position on the 23rd floor of The Shilla Hotel, but the quality of the food ensures your attention never strays far from the plate. There is a delicacy and lightness to the dishes, which take the time-honoured traditions of Korean cuisine and update them without compromising familiar flavours and textures. From crisp red mullet to tender, char-grilled Hanwoo bulgogi, the kitchen resists overcomplication and focuses instead on clean, precise flavours. The dining room is comfortable, and the service team is a delight.",37.555813,127.00517,2026-02-17T22:25:57.141146+00:00,,,,라연,"중구 동호로 249, 신라호텔 23층, Seoul"
michelin,Lee Buk Bang,"2F, 16 Mapo-daero 1-gil, Mapo-gu, Seoul",Seoul,South Korea,Selected,Korean,₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/lee-buk-bang,,"At Lee Buk Bang, North Korean cuisine is reinterpreted with a modern touch, offering a distinctive dining experience. The signatures are blood sausage dishes prepared according to the chef’s family recipes. His creativity is evident across the menu, from traditional preparations to dishes that incorporate inventive new ingredients. He also aims to create food that feels both familiar and refined, blending family heritage with his own culinary experience. Worktops made from reclaimed crossbeams and doors from century-old hanoks add to the restaurant’s nostalgic atmosphere.",37.5396777,126.9431187,2026-02-17T22:25:57.141146+00:00,,,,리북방,"마포구 마포대로 1길 16, 2층, Seoul"
michelin,Légume,"2F, Sinsa Square, 652 Gangnam-daero, Gangnam-gu, Seoul",Seoul,South Korea,1 Star,Vegan,₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/legume,,"Creating elegant, compelling cuisine using only plant-based ingredients is no easy task, yet Chef Si-woo Sung achieves it with confidence at Légume. His deep understanding of vegetarian cooking, combined with a distinctive personal vision, has shaped a menu with a clear identity. In pursuing a fully vegan approach, the restaurant refines contemporary cuisine while highlighting the breadth of Korean vegetarian traditions. The chef’s assured technique brings clarity and depth to each dish, and the imaginative flavours appeal not only to vegetarians but to diners with a wide range of tastes.",37.51938,127.01932,2026-02-17T22:25:57.141146+00:00,,,,레귬,"강남구 강남대로 652, 신사 스퀘어 2층, Seoul"
michelin,Limbyungjoo Sandong Kalguksu,"65 Gangnam-daero 37-gil, Seocho-gu, Seoul",Seoul,South Korea,Bib Gourmand,Kalguksu,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/limbyungjoo-sandong-kalguksu,,"Since 1988, this restaurant has been proving that a humble bowl of noodle soup can be truly memorable when done right. The pleasant texture of their hand-cut noodles, prepared daily from scratch, and immensely comforting broth, served piping hot and packed with flavor from the clams in all their naturally sweet glory, are stellar. Other favorites include Pyeongyang jumbo sized dumplings and noodles in cold soybean soup. Simple but warm service.",37.48458,127.02988,2026-02-17T22:25:57.141146+00:00,,,,임병주 산동 칼국수,"서초구 강남대로 37길 65, Seoul"
michelin,Manao,"2F, 18 Hannam-daero 21-gil, Yongsan-gu, Seoul",Seoul,South Korea,Selected,Thai,₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/manao,,"Enter Manao, and you will be greeted with exotic vibes bolstered by seek décor and an array of art objects brought directly from Thailand. Its prix-fixe menus consist of multiple dishes in small portions, allowing guests to enjoy a variety of plates in one meal. The kitchen does an excellent job of presenting authentic Thai cuisine with its characteristic spiciness. Another appeal of this spot is that the meat and seafood are grilled to order over charcoal. Manao means “lime” in Thai, and its fare is as refreshing as its name.",37.53411,127.00613,2026-02-17T22:25:57.141146+00:00,,,,마나오,"용산구 한남대로 21길 18, 2층, Seoul"
michelin,Mandujip,"338 Apgujeong-ro, Gangnam-gu, Seoul",Seoul,South Korea,Bib Gourmand,Mandu,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/mandujip,,"In the midst of Cheongdam’s upscale dining scene, this modest restaurant has sustained a 30-year legacy with its handmade mandu. The owner continues his late mother’s recipe, serving delicate dumplings in a clean, savory brisket broth, with the option to omit the spicy seasoning. Popular with locals and quickly filled after opening, it also offers simple but well-loved sides like mung bean–skin pancakes and chili jeon. A small menu, honest flavors, and quiet sincerity define this enduring favorite.",37.52785,127.03898,2026-02-17T22:25:57.141146+00:00,,,,만두집,"강남구 압구정로 338, Seoul"
michelin,Manjok Ohyang Jokbal,"134-7 Seosomun-ro, Jung-gu, Seoul",Seoul,South Korea,Bib Gourmand,Jokbal,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/manjok-ohyang-jokbal,,"At Manjok Oyhang Jokbal, the beloved Korean braised pig's feet dish is impeccably crafted with the utmost dedication and care to hygiene and quality. The restaurant, armed with a systematic central distribution system, offers consistent quality at all of its franchised locations. Here, the popular pork dish can be enjoyed warm until the very last piece, thanks to the specially designed hotplates installed into the tables.",37.56324,126.97598,2026-02-17T22:25:57.141146+00:00,,,,만족오향족발,"중구 서소문로 134-7, Seoul"
michelin,Mapo Ok,"312 Tojeong-ro, Mapo-gu, Seoul",Seoul,South Korea,Bib Gourmand,Seolleongtang,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/mapo-ok,,"In the realm of Korean comfort food, there is little else more quintessential than seolleongtang — a hearty bowl of soup made by boiling ox bones and beef for hours until the broth turns almost milky white. Mapo Ok, which opened its doors in 1949, makes its signature dish by boiling brisket and ox bones until slightly opaque. The ox bone soup is served with thick slices of tender brisket and rice already mixed into the piping hot broth. Ask for a side of kimchi juice to season your soup for that extra dimension of flavor.",37.53983,126.94332,2026-02-17T22:25:57.141146+00:00,,,,마포옥,"마포구 토정로 312, Seoul"
michelin,Mater,"B1F, 16 Eonju-ro 154-gil, Gangnam-gu, Seoul",Seoul,South Korea,Selected,Contemporary,₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/mater-1210122,,"Chef Young-bin Kim reinterprets Korean and Asian traditions alongside Western and Nordic influences, with fermentation at the core of his cooking. By transforming ingredients through fermentation and weaving them into his dishes, he explores their flavours in nuanced and varied ways. This approach reflects his aim to balance acidity and savoury umami. In Korea, where fermented foods are part of everyday life, Mater’s thoughtful exploration of fermentation and pursuit of flavour harmony feel both distinctive and intriguing.",37.52337,127.03464,2026-02-17T22:25:57.141146+00:00,,,,마테르,"강남구 언주로 154길 16 지하 1층, Seoul"
michelin,Mattdol,"63 Seongdeokjeong-gil, Seongdong-gu, Seoul",Seoul,South Korea,Bib Gourmand,Mexican,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/mattdol,,"Chef Chang-yun Lee has steadily honed his craft with an adventurous spirit. With a particular passion for tortillas, he can often be seen kneading masa and making them using the methods he learned in Mexico. At Mattdol, his training in a different culinary tradition meets Korea’s seasonal ingredients, resulting in a distinctive take on Mexican cuisine that appeals to discerning diners. Those who try his tostadas and tacos will quickly notice the care, precision, and depth of flavour in his cooking.",37.53808,127.05065,2026-02-17T22:25:57.141146+00:00,,,,맷돌,"성동구 성덕정길 63, Seoul"
michelin,Mijin,"#116-2 le Meilleur Jongno town, 19 Jong-ro, Jongno-gu, Seoul",Seoul,South Korea,Bib Gourmand,Memil-guksu,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/mijin,,"Located in the heart of Gwanghwamun, Mijin has been serving Korean-style cold buckwheat noodles since 1952. The restaurant operates a factory in the basement where the dipping sauce and buckwheat noodles are prepared fresh daily. One portion comes with two stacked tray baskets of noodles, a large kettle of chilled sauce and basic side dishes. Dress your dipping sauce to your desire with grated daikon, light wasabi, crispy seasoned laver and chopped green onions that have already been laid out on the table for you.",37.5708,126.97985,2026-02-17T22:25:57.141146+00:00,,,,미진,"종로구 종로 19, 르메이에르 종로타운 116-2호, Seoul"
michelin,Mimi Myeonga,"29 Gangnam-daero 160-gil, Gangnam-gu, Seoul",Seoul,South Korea,Selected,Noodles,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/mimi-myeonga,,"Mimi Myeonga is best known for its noodle dishes topped with playful garnishes and served in a generous helping of broth. Diners can choose hot or cold soba dishes depending on the season.  In winter, warm up with a brimming bowl of noodles with broth, crowned with shrimp, conger eel, fried eggplant, and grilled mackerel. In summer, try the refreshing and nutty option topped with sea urchin and sweet marinated tomato. Mimi Myeonga infuses its delightfully springy noodles with distinctive seasonal flavors.",37.52003,127.02108,2026-02-17T22:25:57.141146+00:00,,,,미미 면가,"강남구 강남대로 160길 29, Seoul"
michelin,Minami,"31-2 Seocho-daero 58-gil, Seocho-gu, Seoul",Seoul,South Korea,Selected,Soba,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/minami,,"The star of the show at Minami is Japanese-style soba noodles. Trained at the prestigious Tsuji Culinary Institute in Osaka, Japan, Chef Nam Chang-soo is no stranger to the world of Japanese cuisine, but he professes that soba is his one true love. While respecting the time-honored traditions of Japanese-style buckwheat noodles, Nam adds his own spin to the soba dishes he serves. Customer favorites include soba noodle soup topped with soy sauce-braised and grilled conger eel as well as another variety with soy sauce-braised herring imported from Kyoto.",37.4933,127.0181,2026-02-17T22:25:57.141146+00:00,,,,미나미,"서초구 서초대로 58길 31-2, Seoul"
michelin,Mingles,"2F, 19 Dosan-daero 67-gil, Gangnam-gu, Seoul",Seoul,South Korea,3 Stars,Korean,₩₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/mingles,,"Bathed in warm tones and accented with contemporary artworks and refined tableware, Mingles embodies an elegant minimalism, its windows framing calm green views. Chef Mingoo Kang seamlessly weaves Korean culinary philosophy into a modern tasting format, using seasonal ingredients to build layered, nuanced flavors rather than overt showiness. Signature elements such as the long-simmered “Mingling Pot,” rich with concentrated umami from dried seafood, vegetables, and fruit, and the “Jang Trio,” a French-inspired dessert reinterpreting doenjang, ganjang, and gochujang, highlight the chef’s innovative use of Korean ferments. Dishes like abalone baechu-seon and fish mandu further illustrate the restaurant’s distinctive balance of tradition and modernity.",37.52535,127.04426,2026-02-17T22:25:57.141146+00:00,,,,밍글스,"강남구 도산대로 67길 19, 2층, Seoul"
michelin,Mipildam,"22 Seongji 3-gil, Mapo-gu, Seoul",Seoul,South Korea,Bib Gourmand,Mandu,₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/mipildam,,"Situated in Hapjeong-dong, Mipildam is an unpretentious little spot specialising in handmade mandutguk in North Korean style. This light-flavoured dish is made according to the young owner couple's family recipe. Diners cannot easily resist the perfect combination of plump, juicy dumplings and the delicate broth. In addition to the signature soup, the menu offers seasonally updated traditional dishes, which reflect the owners' passion for serving good food.",37.54658,126.91419,2026-02-17T22:25:57.141146+00:00,,,,미필담,"마포구 성지 3길 22, Seoul"
michelin,Mitou,"24 Dosan-daero 70-gil, Gangnam-gu, Seoul",Seoul,South Korea,2 Stars,Japanese,₩₩₩₩,,https://guide.michelin.com/us/en/seoul-capital-area/kr-seoul/restaurant/mitou,,"At Mitou, the prowess and ingenuity of chef duo Young-woon Kwon and Bo-mi Kim are showcased through authentic Japanese cuisine prepared with fresh, seasonal ingredients. Chicken, eggs, rice, and vegetables are carefully sourced from Chef Kwon’s family farm, ensuring consistent quality. A culmination of such painstaking effort, the dishes reflect the chefs’ shared values of sincerity, restraint, and dedication, shaped by their ongoing pursuit of culinary craft. It thus comes as no surprise that diners eagerly look forward to Mitou’s evolving menu every season.",37.52206,127.04502,2026-02-17T22:25:57.141146+00:00,,,,미토우,"강남구 도산대로 70길 24, Seoul"
